pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6x3z	K	L	0	D	protein	NA	gamma-aminobutyric acid receptor subunit alpha-1	MEMBRANE PROTEIN	05/21/20	Human GABAA receptor alpha1-beta2-gamma2 subtype in complex with GABA	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Kim, J.J., Gharpure, A., Teng, J., Zhuang, Y., Howard, R.J., Zhu, S., Noviello, C.M., Walsh, R.M., Lindahl, E., Hibbs, R.E.	3.23	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
7wu3	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	02/05/22	Cryo-EM structure of the adhesion GPCR ADGRF1 in complex with miniGs	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens | homo sapiens	Qu, X., Qiu, N., Wang, M., Zhao, Q., Wu, B.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7wpd	Z	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	01/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with one JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wpd	X	Y	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	01/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with one JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7la4	H	L	0	A	protein	NA	integrin alpha-iib	CELL ADHESION	01/05/21	Integrin AlphaIIbBeta3-PT25-2 Complex	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Bush, M.W., Walz, T., Coller, B., Filizola, M., Spasic, A., Nesic, D., Li, J.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV10	Kappa	None	None	None	None	None
7ws0	G	F	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/28/22	Structures of Omicron Spike complexes illuminate broad-spectrum neutralizing antibody development	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, H., Gao, Y., Ji, X., Yang, H.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7ws0	E	D	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/28/22	Structures of Omicron Spike complexes illuminate broad-spectrum neutralizing antibody development	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, H., Gao, Y., Ji, X., Yang, H.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7ws0	I	H	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/28/22	Structures of Omicron Spike complexes illuminate broad-spectrum neutralizing antibody development	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, H., Gao, Y., Ji, X., Yang, H.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7ksg	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/22/20	SARS-CoV-2 spike in complex with nanobodies E	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS BACTRIANUS	camelus bactrianus		severe acute respiratory syndrome coronavirus2 	Hallberg, B.M., Das, H.	3.33	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ksg	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/22/20	SARS-CoV-2 spike in complex with nanobodies E	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS BACTRIANUS	camelus bactrianus		severe acute respiratory syndrome coronavirus2 	Hallberg, B.M., Das, H.	3.33	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ksg	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/22/20	SARS-CoV-2 spike in complex with nanobodies E	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS BACTRIANUS	camelus bactrianus		severe acute respiratory syndrome coronavirus2 	Hallberg, B.M., Das, H.	3.33	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7swd	J	K	0	A | C	protein | protein	NA | NA	small/secreted glycoprotein | small/secreted glycoprotein	VIRAL PROTEIN/Immune System	11/19/21	Structure of EBOV GP lacking the mucin-like domain with 1C11 scFv and 1C3 Fab bound	ZAIRE EBOLAVIRUS (STRAIN GABON-94); ZAIRE EBOLAVIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	zaire ebolavirus (strain gabon-94) | zaire ebolavirus (strain gabon-94)	Milligan, J.C., Yu, X., Saphire, E.O.	3.59	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7swd	I	I	0	B	protein	NA	virion spike glycoprotein	VIRAL PROTEIN/Immune System	11/19/21	Structure of EBOV GP lacking the mucin-like domain with 1C11 scFv and 1C3 Fab bound	ZAIRE EBOLAVIRUS (STRAIN GABON-94); ZAIRE EBOLAVIRUS; HOMO SAPIENS	homo sapiens		zaire ebolavirus	Milligan, J.C., Yu, X., Saphire, E.O.	3.59	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7swd	H	H	0	D | E	protein | protein	NA | NA	virion spike glycoprotein | small/secreted glycoprotein	VIRAL PROTEIN/Immune System	11/19/21	Structure of EBOV GP lacking the mucin-like domain with 1C11 scFv and 1C3 Fab bound	ZAIRE EBOLAVIRUS (STRAIN GABON-94); ZAIRE EBOLAVIRUS; HOMO SAPIENS	homo sapiens		zaire ebolavirus | zaire ebolavirus (strain gabon-94)	Milligan, J.C., Yu, X., Saphire, E.O.	3.59	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7swd	G	G	0	F	protein	NA	virion spike glycoprotein	VIRAL PROTEIN/Immune System	11/19/21	Structure of EBOV GP lacking the mucin-like domain with 1C11 scFv and 1C3 Fab bound	ZAIRE EBOLAVIRUS (STRAIN GABON-94); ZAIRE EBOLAVIRUS; HOMO SAPIENS	homo sapiens		zaire ebolavirus	Milligan, J.C., Yu, X., Saphire, E.O.	3.59	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
6ni2	H	L	0	B	protein	NA	beta-arrestin-1	SIGNALING PROTEIN/IMMUNE SYSTEM	12/26/18	Stabilized beta-arrestin 1-V2T subcomplex of a GPCR-G protein-beta-arrestin mega-complex	LAMA GLAMA; BOS TAURUS; HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	bos taurus	Nguyen, A.H., Thomsen, A.R.B., Cahill, T.J., des Georges, A., Lefkowitz, R.J.	4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6ni2	A	NA	0	B | V	protein | peptide	NA | NA	beta-arrestin-1 | vasopressin v2 receptor	SIGNALING PROTEIN/IMMUNE SYSTEM	12/26/18	Stabilized beta-arrestin 1-V2T subcomplex of a GPCR-G protein-beta-arrestin mega-complex	LAMA GLAMA; BOS TAURUS; HOMO SAPIENS; SYNTHETIC CONSTRUCT	lama glama		bos taurus | homo sapiens	Nguyen, A.H., Thomsen, A.R.B., Cahill, T.J., des Georges, A., Lefkowitz, R.J.	4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7s6k	F	G	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	09/14/21	J08 fragment antigen binding in complex with SARS-CoV-2-6P-Mut2 S protein (conformation 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Torres, J.L., Ward, A.B.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7s6k	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	09/14/21	J08 fragment antigen binding in complex with SARS-CoV-2-6P-Mut2 S protein (conformation 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Torres, J.L., Ward, A.B.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7s6k	C	D	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	09/14/21	J08 fragment antigen binding in complex with SARS-CoV-2-6P-Mut2 S protein (conformation 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Torres, J.L., Ward, A.B.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7l57	H	L	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	12/21/20	Cryo-EM structure of the SARS-CoV-2 spike glycoprotein bound to Fab 2-15	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Rapp, M., Shapiro, L.	5.87	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7ns6	H	NA	0	J	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	03/05/21	SARS-CoV-2 Spike (dimers) in complex with six Fu2 nanobodies	VICUGNA PACOS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; ENTEROBACTERIA PHAGE T4	vicugna pacos		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Das, H., Hallberg, B.M.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ns6	S	NA	0	M	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	03/05/21	SARS-CoV-2 Spike (dimers) in complex with six Fu2 nanobodies	VICUGNA PACOS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; ENTEROBACTERIA PHAGE T4	vicugna pacos		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Das, H., Hallberg, B.M.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ns6	T	NA	0	I	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	03/05/21	SARS-CoV-2 Spike (dimers) in complex with six Fu2 nanobodies	VICUGNA PACOS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; ENTEROBACTERIA PHAGE T4	vicugna pacos		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Das, H., Hallberg, B.M.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ns6	O	NA	0	N	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	03/05/21	SARS-CoV-2 Spike (dimers) in complex with six Fu2 nanobodies	VICUGNA PACOS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; ENTEROBACTERIA PHAGE T4	vicugna pacos		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Das, H., Hallberg, B.M.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ns6	U	NA	0	K	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	03/05/21	SARS-CoV-2 Spike (dimers) in complex with six Fu2 nanobodies	VICUGNA PACOS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; ENTEROBACTERIA PHAGE T4	vicugna pacos		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Das, H., Hallberg, B.M.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ns6	G	NA	0	L	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	03/05/21	SARS-CoV-2 Spike (dimers) in complex with six Fu2 nanobodies	VICUGNA PACOS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; ENTEROBACTERIA PHAGE T4	vicugna pacos		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Das, H., Hallberg, B.M.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7q9p	E	F	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/12/21	Beta-06 fab in complex with SARS-CoV-2 beta-Spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	4.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
7q9p	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/12/21	Beta-06 fab in complex with SARS-CoV-2 beta-Spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	4.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
7q9p	J	K	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/12/21	Beta-06 fab in complex with SARS-CoV-2 beta-Spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	4.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
7qn7	G	NA	0	D	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length extrasynaptic alpha4beta3delta GABA(A)R in complex with GABA, histamine and nanobody Nb25	HOMO SAPIENS	homo sapiens		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qn7	F	NA	0	C	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length extrasynaptic alpha4beta3delta GABA(A)R in complex with GABA, histamine and nanobody Nb25	HOMO SAPIENS	homo sapiens		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6pci	I	L	0	B	protein	NA	virion spike glycoprotein	immune system, viral protein	06/17/19	EBOV GPdMuc (Makona) in complex with rEBOV-520 and rEBOV-548 Fabs	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus	Ward, A.B., Murin, C.D., Alkutkar, T.	4.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6pci	P	S	0	C | F	protein | protein	NA | NA	virion spike glycoprotein | virion spike glycoprotein,virion spike glycoprotein,ebolavirus (makona) gp2 	immune system, viral protein	06/17/19	EBOV GPdMuc (Makona) in complex with rEBOV-520 and rEBOV-548 Fabs	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus | zaire ebolavirus, ebola virus	Ward, A.B., Murin, C.D., Alkutkar, T.	4.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
6pci	O	R	0	B | E	protein | protein	NA | NA	virion spike glycoprotein | virion spike glycoprotein,virion spike glycoprotein,ebolavirus (makona) gp2 	immune system, viral protein	06/17/19	EBOV GPdMuc (Makona) in complex with rEBOV-520 and rEBOV-548 Fabs	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus | zaire ebolavirus, ebola virus	Ward, A.B., Murin, C.D., Alkutkar, T.	4.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
6pci	N	Q	0	A | D	protein | protein	NA | NA	virion spike glycoprotein | virion spike glycoprotein,virion spike glycoprotein,ebolavirus (makona) gp2 	immune system, viral protein	06/17/19	EBOV GPdMuc (Makona) in complex with rEBOV-520 and rEBOV-548 Fabs	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus | zaire ebolavirus, ebola virus	Ward, A.B., Murin, C.D., Alkutkar, T.	4.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
6pci	J	M	0	C	protein	NA	virion spike glycoprotein	immune system, viral protein	06/17/19	EBOV GPdMuc (Makona) in complex with rEBOV-520 and rEBOV-548 Fabs	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus	Ward, A.B., Murin, C.D., Alkutkar, T.	4.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6pci	H	K	0	A	protein	NA	virion spike glycoprotein	immune system, viral protein	06/17/19	EBOV GPdMuc (Makona) in complex with rEBOV-520 and rEBOV-548 Fabs	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus	Ward, A.B., Murin, C.D., Alkutkar, T.	4.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7cwt	I	J	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/31/20	SARS-CoV-2 Spike protein in complex with hb27 and fc05 Fab cocktail	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cui, Z., Wang, X.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
7cwt	L	H	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/31/20	SARS-CoV-2 Spike protein in complex with hb27 and fc05 Fab cocktail	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cui, Z., Wang, X.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7cwt	N	K	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/31/20	SARS-CoV-2 Spike protein in complex with hb27 and fc05 Fab cocktail	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cui, Z., Wang, X.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7cwt	P	M	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/31/20	SARS-CoV-2 Spike protein in complex with hb27 and fc05 Fab cocktail	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cui, Z., Wang, X.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7cwt	G	F	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/31/20	SARS-CoV-2 Spike protein in complex with hb27 and fc05 Fab cocktail	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cui, Z., Wang, X.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
7cwt	E	D	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/31/20	SARS-CoV-2 Spike protein in complex with hb27 and fc05 Fab cocktail	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cui, Z., Wang, X.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
7kkl	E	NA	0	C	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/27/20	SARS-CoV-2 Spike in complex with neutralizing nanobody mNb6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Schoof, M.S., Faust, B.F., Saunders, R.A., Sangwan, S., Rezelj, V., Hoppe, N., Boone, M., Billesboelle, C.B., Puchades, C., Azumaya, C.M., Kratochvil, H.T., Zimanyi, M., Desphande, I., Liang, J., Dickinson, S., Nguyen, H.C., Chio, C.M., Merz, G.E., Thompson, M.C., Diwanji, D., Schaefer, K., Anand, A.A., Dobzinski, N., Zha, B.S., Simoneau, C.R., Leon, K., White, K.M., Chio, U.S., Gupta, M., Jin, M., Li, F., Liu, Y., Zhang, K., Bulkley, D., Sun, M., Smith, A.M., Rizo, A.N., Moss, F., Brilot, A.F., Pourmal, S., Trenker, R., Pospiech, T., Gupta, S., Barsi-Rhyne, B., Belyy, V., Barile-Hill, A.W., Nock, S., Liu, Y., Krogan, N.J., Ralston, C.Y., Swaney, D.L., Garcia-Sastre, A., Ott, M., Vignuzzi, M., Walter, P., Manglik, A., QCRG Structural Biology Consortium	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7kkl	F	NA	0	D	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/27/20	SARS-CoV-2 Spike in complex with neutralizing nanobody mNb6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Schoof, M.S., Faust, B.F., Saunders, R.A., Sangwan, S., Rezelj, V., Hoppe, N., Boone, M., Billesboelle, C.B., Puchades, C., Azumaya, C.M., Kratochvil, H.T., Zimanyi, M., Desphande, I., Liang, J., Dickinson, S., Nguyen, H.C., Chio, C.M., Merz, G.E., Thompson, M.C., Diwanji, D., Schaefer, K., Anand, A.A., Dobzinski, N., Zha, B.S., Simoneau, C.R., Leon, K., White, K.M., Chio, U.S., Gupta, M., Jin, M., Li, F., Liu, Y., Zhang, K., Bulkley, D., Sun, M., Smith, A.M., Rizo, A.N., Moss, F., Brilot, A.F., Pourmal, S., Trenker, R., Pospiech, T., Gupta, S., Barsi-Rhyne, B., Belyy, V., Barile-Hill, A.W., Nock, S., Liu, Y., Krogan, N.J., Ralston, C.Y., Swaney, D.L., Garcia-Sastre, A., Ott, M., Vignuzzi, M., Walter, P., Manglik, A., QCRG Structural Biology Consortium	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7kkl	B	NA	0	A	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/27/20	SARS-CoV-2 Spike in complex with neutralizing nanobody mNb6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Schoof, M.S., Faust, B.F., Saunders, R.A., Sangwan, S., Rezelj, V., Hoppe, N., Boone, M., Billesboelle, C.B., Puchades, C., Azumaya, C.M., Kratochvil, H.T., Zimanyi, M., Desphande, I., Liang, J., Dickinson, S., Nguyen, H.C., Chio, C.M., Merz, G.E., Thompson, M.C., Diwanji, D., Schaefer, K., Anand, A.A., Dobzinski, N., Zha, B.S., Simoneau, C.R., Leon, K., White, K.M., Chio, U.S., Gupta, M., Jin, M., Li, F., Liu, Y., Zhang, K., Bulkley, D., Sun, M., Smith, A.M., Rizo, A.N., Moss, F., Brilot, A.F., Pourmal, S., Trenker, R., Pospiech, T., Gupta, S., Barsi-Rhyne, B., Belyy, V., Barile-Hill, A.W., Nock, S., Liu, Y., Krogan, N.J., Ralston, C.Y., Swaney, D.L., Garcia-Sastre, A., Ott, M., Vignuzzi, M., Walter, P., Manglik, A., QCRG Structural Biology Consortium	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7mdt	H	L	0	A	protein	NA	surface protein gp120	VIRAL PROTEIN	04/06/21	BG505 SOSIP.v5.2 in complex with the monoclonal antibody Rh4O9.8 (as Fab fragment)	HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Antanasijevic, A., Ozorowski, G., Nogal, B., Ward, A.B.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
