pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7e6u	B	NA	0	A	protein	NA	extracellular calcium-sensing receptor	STRUCTURAL PROTEIN	02/24/21	the complex of inactive CaSR and NB2D11	HOMO SAPIENS; ESCHERICHIA PHAGE ECSZW-2	escherichia phage ecszw-2		homo sapiens	Geng, Y., Chen, X.C., Wang, L., Cui, Q.Q., Ding, Z.Y., Han, L., Kou, Y.J., Zhang, W.Q., Wang, H.N., Jia, X.M., Dai, M., Shi, Z.Z., Li, Y.Y., Li, X.Y.	6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7e6u	D	NA	0	C	protein	NA	extracellular calcium-sensing receptor	STRUCTURAL PROTEIN	02/24/21	the complex of inactive CaSR and NB2D11	HOMO SAPIENS; ESCHERICHIA PHAGE ECSZW-2	escherichia phage ecszw-2		homo sapiens	Geng, Y., Chen, X.C., Wang, L., Cui, Q.Q., Ding, Z.Y., Han, L., Kou, Y.J., Zhang, W.Q., Wang, H.N., Jia, X.M., Dai, M., Shi, Z.Z., Li, Y.Y., Li, X.Y.	6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5v	G	NA	0	A	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.06	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5v	L	NA	0	F	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.06	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5v	K	NA	0	E	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.06	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5v	H	NA	0	B	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.06	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5v	J	NA	0	D	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.06	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5v	I	NA	0	C	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.06	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qn6	M	NA	0	D	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3delta GABA(A)R in complex with nanobody Nb25	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qn6	K	NA	0	B	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3delta GABA(A)R in complex with nanobody Nb25	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qn6	L	NA	0	C	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3delta GABA(A)R in complex with nanobody Nb25	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6zxn	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/30/20	Cryo-EM structure of the SARS-CoV-2 spike protein bound to neutralizing nanobodies (Ty1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Hallberg, B.M., Das, H.	2.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
6zxn	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/30/20	Cryo-EM structure of the SARS-CoV-2 spike protein bound to neutralizing nanobodies (Ty1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Hallberg, B.M., Das, H.	2.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
6zxn	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/30/20	Cryo-EM structure of the SARS-CoV-2 spike protein bound to neutralizing nanobodies (Ty1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Hallberg, B.M., Das, H.	2.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7pqg	B	NA	0	A	protein	NA	sodium/bile acid cotransporter	MEMBRANE PROTEIN	09/21/21	Structure of thermostabilised human NTCP in complex with nanobody 87	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens	Goutam, K., Reyes, N.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7rg9	N	NA	0	A	protein	NA	isoform gnas-2 of guanine nucleotide-binding protein g(s)subunit alpha isoforms short 	MEMBRANE PROTEIN	07/14/21	cryo-EM of human Glucagon-like peptide 1 receptor GLP-1R in apo form	HOMO SAPIENS; MUS MUSCULUS; LAMA GLAMA	lama glama		homo sapiens	Sun, B., Kobilka, B.K., Sloop, K.W., Feng, D., Kobilka, T.S.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7rg9	E	NA	0	A | B	protein | protein	NA | NA	isoform gnas-2 of guanine nucleotide-binding protein g(s)subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	07/14/21	cryo-EM of human Glucagon-like peptide 1 receptor GLP-1R in apo form	HOMO SAPIENS; MUS MUSCULUS; LAMA GLAMA	mus musculus		homo sapiens | homo sapiens	Sun, B., Kobilka, B.K., Sloop, K.W., Feng, D., Kobilka, T.S.	3.2	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wpf	T	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	01/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with three JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.92	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wpf	Z	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	01/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with three JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.92	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wpf	W	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	01/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with three JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.92	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6wpw	N	NA	0	C | D | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	SIGNALING PROTEIN/HORMONE/IMMUNE SYSTEM	04/28/20	GCGR-Gs signaling complex bound to a designed glucagon derivative	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens | homo sapiens	Hilger, D., Krishna Kumar, K., Hu, H., Mathiesen, J.M., Skiniotis, G., Kobilka, B.K.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7sp6	B	NA	0	A	protein	NA	hyaluronan synthase	MEMBRANE PROTEIN	11/02/21	Chlorella virus hyaluronan synthase	PARAMECIUM BURSARIA CHLORELLA VIRUS CZ-2; LAMA GLAMA	lama glama		paramecium bursaria chlorella virus cz-2	Maloney, F.P., Kuklewicz, J., Zimmer, J.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7sp6	C	NA	0	A	protein	NA	hyaluronan synthase	MEMBRANE PROTEIN	11/02/21	Chlorella virus hyaluronan synthase	PARAMECIUM BURSARIA CHLORELLA VIRUS CZ-2; LAMA GLAMA	lama glama		paramecium bursaria chlorella virus cz-2	Maloney, F.P., Kuklewicz, J., Zimmer, J.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7cx4	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	09/01/20	Cryo-EM structure of the Evatanepag-bound EP2-Gs complex	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Qu, C., Mao, C., Xiao, P., Shen, Q., Zhong, Y., Yang, F., Shen, D., Tao, X., Zhang, H., Yan, X., Zhao, R., He, J., Guan, Y., Zhang, C., Hou, G., Zhang, P., Yu, X., Guan, Y., Sun, J., Zhang, Y.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7fin	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	STRUCTURAL PROTEIN	07/31/21	Cryo-EM structure of the GIPR/GLP-1R/GCGR triagonist peptide 20-bound human GIPR-Gs complex	HOMO SAPIENS; BOS TAURUS; RATTUS NORVEGICUS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	synthetic construct		bos taurus | rattus norvegicus | bos taurus	Zhao, F.h., Zhou, Q.T., Cong, Z.T., Hang, K.N., Zou, X.Y., Zhang, C., Chen, Y., Dai, A.T., Liang, A.Y., Ming, Q.Q., Wang, M., Chen, L.N., Xu, P.Y., Chang, R.L., Feng, W.B., Xia, T., Zhang, Y., Wu, B.L., Yang, D.H., Zhao, L.H., Xu, H.E., Wang, M.W.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7phq	N	NA	0	B	protein	NA	divalent metal cation transporter mnth	MEMBRANE PROTEIN	08/18/21	Structure of homo-dimeric Staphylococcus capitis divalent metal ion transporter (DMT) by NabFab-fiducial assisted cryo-EM	SYNTHETIC CONSTRUCT; STAPHYLOCOCCUS CAPITIS; LAMA GLAMA	synthetic construct		staphylococcus capitis	Bloch, J.S., Mukherjee, S., Kowal, J., Kossiakoff, A.A., Locher, K.P.	8.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7phq	K	NA	0	NA	NA	NA	NA	MEMBRANE PROTEIN	08/18/21	Structure of homo-dimeric Staphylococcus capitis divalent metal ion transporter (DMT) by NabFab-fiducial assisted cryo-EM	SYNTHETIC CONSTRUCT; STAPHYLOCOCCUS CAPITIS; LAMA GLAMA	lama glama			Bloch, J.S., Mukherjee, S., Kowal, J., Kossiakoff, A.A., Locher, K.P.	8.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7phq	E	NA	0	D	protein	NA	divalent metal cation transporter mnth	MEMBRANE PROTEIN	08/18/21	Structure of homo-dimeric Staphylococcus capitis divalent metal ion transporter (DMT) by NabFab-fiducial assisted cryo-EM	SYNTHETIC CONSTRUCT; STAPHYLOCOCCUS CAPITIS; LAMA GLAMA	synthetic construct		staphylococcus capitis	Bloch, J.S., Mukherjee, S., Kowal, J., Kossiakoff, A.A., Locher, K.P.	8.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7phq	F	NA	0	NA	NA	NA	NA	MEMBRANE PROTEIN	08/18/21	Structure of homo-dimeric Staphylococcus capitis divalent metal ion transporter (DMT) by NabFab-fiducial assisted cryo-EM	SYNTHETIC CONSTRUCT; STAPHYLOCOCCUS CAPITIS; LAMA GLAMA	lama glama			Bloch, J.S., Mukherjee, S., Kowal, J., Kossiakoff, A.A., Locher, K.P.	8.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7fig	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	engineered guanine nucleotide-binding protein g(s) subunitalpha  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	07/31/21	luteinizing hormone/choriogonadotropin receptor(S277I)-chorionic gonadotropin-Gs complex	BOS TAURUS; RATTUS NORVEGICUS; LAMA GLAMA; HOMO SAPIENS	lama glama		bos taurus | rattus norvegicus | bos taurus	Duan, J., Xu, P., Cheng, X., Mao, C., Croll, T., He, X., Shi, J., Luan, X., Yin, W., You, E., Liu, Q., Zhang, S., Jiang, H., Zhang, Y., Jiang, Y., Xu, H.E.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7jwb	D	NA	0	A | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/25/20	SARS CoV2 Spike ectodomain with engineered trimerized VH binder	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens		severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	QCRG Structural Biology Consortium	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7wuj	N	NA	0	A	protein	NA	mini-gs	MEMBRANE PROTEIN	02/08/22	Tethered peptide activation mechanism of adhesion GPCRs ADGRG2 and ADGRG4	HOMO SAPIENS; PSYCHROMONAS SP. B3M02; SYNTHETIC CONSTRUCT; LAMA GLAMA	lama glama		homo sapiens	Guo, S.C., Huang, S.M., He, Q.T., Xiao, P., Sun, J.P., Yu, X.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7wuj	S	NA	0	A | B	protein | protein	NA | NA	mini-gs | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	02/08/22	Tethered peptide activation mechanism of adhesion GPCRs ADGRG2 and ADGRG4	HOMO SAPIENS; PSYCHROMONAS SP. B3M02; SYNTHETIC CONSTRUCT; LAMA GLAMA	synthetic construct		homo sapiens | homo sapiens	Guo, S.C., Huang, S.M., He, Q.T., Xiao, P., Sun, J.P., Yu, X.	3.3	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7p7a	A	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybody#68 in a 2up/1flexible conformation	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	4.76	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p7a	D	NA	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybody#68 in a 2up/1flexible conformation	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	4.76	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p77	H	NA	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 3up conformation	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	2.98	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p77	D	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 3up conformation	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	2.98	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p77	A	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 3up conformation	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	2.98	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p77	X	NA	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 3up conformation	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	2.98	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p77	Y	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 3up conformation	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	2.98	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p77	W	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 3up conformation	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	2.98	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7lll	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	02/04/21	Exendin-4-bound Glucagon-Like Peptide-1 (GLP-1) Receptor in complex with Gs protein	HOMO SAPIENS; LAMA GLAMA; HELODERMA SUSPECTUM	lama glama		homo sapiens | homo sapiens	Wootten, D., Sexton, P.M., Belousoff, M.J., Danev, R., Zhang, X., Khoshouei, M., Venugopal, H.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7php	K	NA	0	NA	NA	NA	NA	MEMBRANE PROTEIN	08/18/21	Structure of Multidrug and Toxin Compound Extrusion (MATE) transporter NorM by NabFab-fiducial assisted cryo-EM	VIBRIO CHOLERAE RC385; SYNTHETIC CONSTRUCT; LAMA GLAMA	lama glama			Bloch, J.S., Mukherjee, S., Kowal, J., Niederer, M., Pardon, E., Steyaert, J., Kossiakoff, A.A., Locher, K.P.	3.47	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7php	N	NA	0	A	protein	NA	multidrug resistance protein norm	MEMBRANE PROTEIN	08/18/21	Structure of Multidrug and Toxin Compound Extrusion (MATE) transporter NorM by NabFab-fiducial assisted cryo-EM	VIBRIO CHOLERAE RC385; SYNTHETIC CONSTRUCT; LAMA GLAMA	synthetic construct		vibrio cholerae rc385	Bloch, J.S., Mukherjee, S., Kowal, J., Niederer, M., Pardon, E., Steyaert, J., Kossiakoff, A.A., Locher, K.P.	3.47	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6qfa	K	NA	0	B	protein	NA	gamma-aminobutyric acid receptor subunit beta-3,gamma-aminobutyric acid receptor subunit beta-3 	MEMBRANE PROTEIN	01/09/19	CryoEM structure of a beta3K279T GABA(A)R homomer in complex with histamine and megabody Mb25	HOMO SAPIENS; HELICOBACTER PYLORI (STRAIN G27); LAMA GLAMA	helicobacter pylori (strain g27), lama glama		homo sapiens	Uchanski, T., Masiulis, S., Fischer, B., Kalichuk, V., Wohlkoening, A., Zoegg, T., Remaut, H., Vranken, W., Aricescu, A.R., Pardon, E., Steyaert, J.	2.49	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
